input,barrier,sequential,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32
1k.txt,pthread,334091,510430,259430,176963,157847,170404,159886,166202,161835,169281,180263,163073,151223,154423,168094,148866,154287
1k.txt,spin,334091,505464,255115,175791,144759,233993,217241,235183,244553,263848,302575,327005,363379,430544,395356,399570,421802
8k.txt,pthread,2692114,4033549,2053548,1383603,1554032,1242706,1133294,1122650,1167379,1157631,1292833,1137820,1112053,1093309,1137801,1161816,1106020
8k.txt,spin,2692114,4102000,2060606,1399795,1113429,1557218,1519529,1525958,1302083,1520060,1524755,1558263,1959533,1786092,1776213,1514629,1831742
16k.txt,pthread,5377489,8140144,4094056,2760816,2326999,2805191,2309528,2296258,2354940,2282429,2231211,2217387,2642239,2431743,2298985,2174674,2279066
16k.txt,spin,5377489,8110967,4122141,2754262,2249750,2988155,2777537,3014571,3329890,3428156,2807746,3309934,2844266,2966217,2832090,3053701,3091727
