input,barrier,sequential,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32
1k.txt,pthread,23,804,1399,1723,2468,3573,3217,4686,4847,5116,5505,5818,6543,7012,7521,7774,7637
1k.txt,spin,23,245,391,687,845,53369,58742,87217,120717,121839,161281,186467,209274,267806,410624,322491,353339
8k.txt,pthread,209,1302,1733,2342,2936,3663,4268,4923,5231,5975,6381,6806,7356,7360,8532,10059,11837
8k.txt,spin,209,575,548,10192,16512,69700,88678,164587,162461,235406,271089,387248,384048,446238,501546,718553,655485
16k.txt,pthread,516,1570,2241,2762,3252,3926,4716,5286,5993,6383,7052,6940,8669,9420,8607,9480,10303
16k.txt,spin,516,854,720,857,1725,71953,92157,137431,183217,209206,263613,290554,339726,363833,514139,752912,921164
